"Id","SalePrice"
1461,116781.328180129
1462,155478.852457858
1463,180175.806067669
1464,195947.212392489
1465,195837.840777289
1466,171355.309643352
1467,182238.46520479
1468,165669.300160367
1469,199947.083805533
1470,119344.349723578
1471,187068.82410721
1472,101008.47662426
1473,101030.810180668
1474,148449.750029145
1475,122922.591295286
1476,370830.434462353
1477,250481.18302616
1478,282198.676019948
1479,271138.806535758
1480,514338.243335274
1481,328321.062946471
1482,208911.832877592
1483,169734.455455113
1484,165841.755134021
1485,176283.135362119
1486,195427.78560409
1487,321519.157816349
1488,243309.903156861
1489,191004.794287797
1490,226553.845925533
1491,188881.511726791
1492,96872.3666678261
1493,179533.375124828
1494,280237.833208635
1495,286671.113993706
1496,229014.628478748
1497,178026.493958655
1498,160333.193241142
1499,159455.139206426
1500,157029.106138588
1501,175354.356736981
1502,154351.419243107
1503,273738.099357763
1504,246401.307972618
1505,224023.378193012
1506,194485.526621205
1507,254482.28622813
1508,191656.990338405
1509,158920.755572284
1510,142860.741087304
1511,147950.000849017
1512,172828.895162303
1513,137556.635773408
1514,157455.921818575
1515,195793.824869692
1516,148721.208725701
1517,173520.018887805
1518,136781.084459245
1519,214593.97543781
1520,127727.55545223
1521,131642.405086818
1522,174044.870066437
1523,111157.695948113
1524,121509.044830524
1525,121369.836007106
1526,114599.212893859
1527,109669.947279817
1528,141076.11746137
1529,145855.24028536
1530,188483.426628045
1531,111813.971165449
1532,102218.38851593
1533,143273.42378529
1534,132432.493561167
1535,147827.05922834
1536,110510.715021997
1537,70978.8733315888
1538,143507.614899039
1539,174687.10678616
1540,89765.3697998744
1541,132486.427892138
1542,139739.427959678
1543,177496.679470188
1544,89280.30131377
1545,115641.75876242
1546,131124.913006234
1547,125214.378728153
1548,131868.458970033
1549,120229.843814405
1550,130497.258506322
1551,113038.261180164
1552,132094.467497015
1553,134782.348155034
1554,121015.294498067
1555,164153.398988607
1556,90940.3108029081
1557,106542.350235606
1558,101605.157494414
1559,79261.9185105124
1560,139791.112336022
1561,123751.474783006
1562,130914.607943205
1563,119333.194846206
1564,162596.502337498
1565,146473.87482009
1566,241538.40553772
1567,80673.5918391936
1568,228884.906267442
1569,128358.785278086
1570,140758.983123535
1571,126002.395849986
1572,144170.350289337
1573,227234.765551371
1574,124612.367228876
1575,225706.099890077
1576,246558.289825037
1577,179560.01778383
1578,141597.10785077
1579,144665.257691992
1580,195134.485914257
1581,150799.397780017
1582,124951.583650497
1583,316698.257623436
1584,220734.713871
1585,140265.203465603
1586,73390.8293726545
1587,102594.952025459
1588,151117.45987159
1589,99516.9571109018
1590,140359.189358389
1591,95845.2414913222
1592,119913.001731874
1593,121942.167561559
1594,130783.290943791
1595,107163.446653875
1596,230308.395350605
1597,191447.272563466
1598,209018.574886503
1599,188653.24478176
1600,177831.968114996
1601,70484.9119542349
1602,109743.030656691
1603,78403.1142241897
1604,283318.087608769
1605,252718.521142283
1606,170098.87011469
1607,186821.433935225
1608,205800.913283474
1609,182359.947712094
1610,148849.5997585
1611,139249.185477755
1612,166954.3397365
1613,166945.591204194
1614,118995.578548768
1615,90034.612158328
1616,79802.7985153922
1617,94892.6925923688
1618,126898.635681605
1619,137756.116152669
1620,176038.057379795
1621,143468.469560966
1622,134579.23759559
1623,274358.326729943
1624,213701.988833719
1625,121004.745375981
1626,173490.896640366
1627,187860.697278537
1628,283705.093494717
1629,172904.590867309
1630,364931.696969501
1631,217871.911773826
1632,240103.783296808
1633,165536.502072909
1634,186498.023916729
1635,175597.765327539
1636,154893.48912616
1637,199135.259509189
1638,185882.434931979
1639,188552.914109127
1640,255425.750808821
1641,182166.078366246
1642,227526.749708242
1643,223193.907931655
1644,236643.245170368
1645,205279.268221122
1646,158879.672457068
1647,163829.000628053
1648,129165.75820019
1649,139902.039426889
1650,117430.768132015
1651,125991.116398916
1652,102993.20191986
1653,106098.233537921
1654,147927.544455716
1655,140324.804599204
1656,141806.692020527
1657,148374.212753201
1658,146642.717299562
1659,130639.408602267
1660,153259.325869382
1661,446909.161884937
1662,421434.622214934
1663,366255.390266539
1664,545053.151309506
1665,298398.700443543
1666,326781.550593471
1667,347500.033683014
1668,322531.094333879
1669,292797.338406696
1670,333217.404029468
1671,257028.694971243
1672,447827.447257265
1673,289382.615999502
1674,250525.107167887
1675,188882.144453622
1676,187475.515864592
1677,213339.964920673
1678,490931.850897682
1679,370396.163994261
1680,318243.804335171
1681,235910.142664666
1682,305536.814802933
1683,190020.284728555
1684,175871.619169372
1685,170031.664024345
1686,174498.54322282
1687,164988.123501025
1688,191601.6701679
1689,192788.946563304
1690,197415.597480195
1691,185381.757802733
1692,255528.478544272
1693,157768.757596465
1694,178525.075185448
1695,161119.022066947
1696,263677.826297136
1697,166385.505389853
1698,343840.750970896
1699,301332.76232559
1700,239452.385176237
1701,267211.159744477
1702,244447.773555272
1703,244884.50702302
1704,284476.318336985
1705,231758.413724088
1706,445218.480112087
1707,204320.669598345
1708,195130.749154933
1709,285423.767093442
1710,221798.395097908
1711,262685.812227558
1712,260104.318748237
1713,256104.23583807
1714,217765.514154208
1715,204774.855767183
1716,183726.305693567
1717,176283.203164472
1718,137583.09292182
1719,204065.05988369
1720,240268.676968887
1721,160706.031682463
1722,121278.648578988
1723,148795.246547789
1724,205767.106961968
1725,233345.584214639
1726,184680.765524954
1727,157409.750845852
1728,172575.940277838
1729,165572.512801274
1730,152545.677620272
1731,119280.102802893
1732,127639.799905218
1733,115308.675588693
1734,117219.380916692
1735,128158.195714703
1736,111261.944156517
1737,339038.352937775
1738,236754.157744849
1739,253578.239939079
1740,227302.496870918
1741,196040.417124622
1742,172887.650158133
1743,175699.788924574
1744,311803.107529834
1745,215467.080721226
1746,202094.429288248
1747,214239.319035986
1748,228505.167081303
1749,143784.142335975
1750,132631.288965133
1751,253911.038875203
1752,120148.659927185
1753,148713.368982302
1754,203135.479611303
1755,159598.549101111
1756,126327.164612506
1757,120004.389596356
1758,142150.237303388
1759,161461.913193641
1760,160693.639359083
1761,152212.110403012
1762,175686.257709326
1763,174986.999979007
1764,116153.257080964
1765,149226.998108276
1766,189260.075670933
1767,229750.36303626
1768,138391.931396204
1769,175512.310976574
1770,151886.504120971
1771,123037.160763712
1772,133534.325742909
1773,122754.607864946
1774,153510.847184029
1775,143023.080900906
1776,119281.576922667
1777,109954.923648548
1778,142546.939072345
1779,112164.26801165
1780,176611.388581936
1781,124264.246246282
1782,93784.8154337071
1783,143893.809996996
1784,107348.097914049
1785,114486.191861575
1786,149884.973623262
1787,166474.127523444
1788,67461.6515673034
1789,99209.5772165168
1790,83410.7031486966
1791,193242.017648989
1792,163069.233629791
1793,133248.295792972
1794,161130.271808351
1795,136146.574145325
1796,127846.789795842
1797,118494.356826271
1798,124250.09430761
1799,112791.432389274
1800,126148.951868346
1801,127697.896815471
1802,140110.573463993
1803,150529.04371117
1804,145637.695832226
1805,140034.283541284
1806,132403.260471755
1807,134433.633167763
1808,120085.054922216
1809,114375.008077899
1810,132723.952663019
1811,88744.1439754576
1812,92669.8709587619
1813,123109.692024929
1814,92405.1612492915
1815,64335.4717829718
1816,101136.399709823
1817,104662.814917144
1818,136121.930831848
1819,125386.38366022
1820,71696.2809540373
1821,110026.260028414
1822,141830.843827075
1823,61374.8182730304
1824,122249.540661525
1825,137357.218798516
1826,103921.541381775
1827,105248.454576185
1828,131994.373246773
1829,124488.065955298
1830,138856.728321117
1831,149436.580096675
1832,70205.1538830905
1833,130744.005560811
1834,119446.180353978
1835,116693.740265704
1836,123007.103019775
1837,95038.167415317
1838,121662.872522631
1839,110715.809948007
1840,139298.42847062
1841,142028.038554286
1842,92223.8586895459
1843,133332.772382593
1844,135806.226093167
1845,140354.555684917
1846,146679.554391189
1847,162344.7686826
1848,64598.4247450445
1849,105912.27018582
1850,118582.898724828
1851,153076.81936282
1852,129610.804149326
1853,133548.188425471
1854,164743.924343383
1855,145439.869468777
1856,224090.916968309
1857,138957.893676633
1858,134102.092296328
1859,114046.304340629
1860,145959.830113963
1861,113465.899700672
1862,302107.130400275
1863,290355.13565129
1864,290373.553816516
1865,342794.109587707
1866,323757.794559181
1867,233086.229437267
1868,289200.161716074
1869,204745.399676012
1870,225154.871861325
1871,249341.825586466
1872,169837.083818253
1873,244203.529480194
1874,151269.641673321
1875,198522.251955453
1876,196545.741052394
1877,207913.523559554
1878,197216.72091716
1879,126223.16888089
1880,133201.442606041
1881,245156.755513544
1882,250675.571914375
1883,187772.331264407
1884,200853.510945474
1885,240696.681707528
1886,286900.439220284
1887,209953.557068078
1888,276555.292165231
1889,167055.405080407
1890,124104.38468063
1891,132023.626271729
1892,103064.832390114
1893,126560.170025174
1894,127166.416410334
1895,134193.617357906
1896,124830.204546422
1897,118770.818156454
1898,124295.511149775
1899,154963.334639481
1900,160583.182287204
1901,159570.485220926
1902,149552.805896177
1903,216023.488400662
1904,143729.481252672
1905,196001.18854188
1906,120543.537786372
1907,209424.420222384
1908,115525.894957258
1909,137839.747248132
1910,124077.839986082
1911,211531.045441838
1912,339882.984462452
1913,134407.206877462
1914,72448.0398159362
1915,303912.472116112
1916,67185.5440047065
1917,249418.267760528
1918,140979.737870193
1919,173513.999658282
1920,163646.123577252
1921,370488.516506517
1922,301217.394188263
1923,233857.726273102
1924,227644.62627188
1925,198079.762687279
1926,369262.26717604
1927,133408.670051005
1928,153363.218069202
