"Id","SalePrice"
1461,118272.536924343
1462,151512.896401284
1463,180269.6088831
1464,196683.813815382
1465,194213.558398184
1466,169796.356933168
1467,173581.314094892
1468,165041.398356288
1469,181810.978856002
1470,124998.648858042
1471,176946.681155691
1472,102877.03593496
1473,101145.745371074
1474,143847.387551882
1475,110662.163356039
1476,318460.482951147
1477,252486.105490377
1478,281390.02541644
1479,285305.114174008
1480,461755.105609927
1481,322673.8217835
1482,219876.182615759
1483,174500.517506383
1484,175378.896804672
1485,194053.425368304
1486,194939.108579318
1487,325621.936277409
1488,223994.448988374
1489,191243.305632121
1490,219990.488339141
1491,197114.681471872
1492,91544.9151872627
1493,198179.424129341
1494,295438.595693473
1495,274923.154138844
1496,216851.228515506
1497,173959.308743767
1498,179563.114249496
1499,166884.499704082
1500,166697.11614762
1501,183008.466453951
1502,165184.864153227
1503,253900.657769682
1504,239971.69358783
1505,220638.504657617
1506,188348.760977281
1507,235890.240684664
1508,192262.844970507
1509,152730.332090667
1510,150591.697971663
1511,153751.719003256
1512,170272.883514821
1513,138473.241614631
1514,155345.913695191
1515,177628.573409485
1516,150052.178898598
1517,163934.393550862
1518,129970.922935409
1519,215060.228829629
1520,133658.262651728
1521,132595.900466157
1522,168233.267634015
1523,110810.762102075
1524,110513.177065336
1525,116856.469121275
1526,113023.4738561
1527,114999.265062456
1528,127922.617819264
1529,149380.010453134
1530,195944.150631267
1531,130495.224506894
1532,105002.438955715
1533,142605.63383358
1534,117880.821345421
1535,138513.344146202
1536,111830.894766101
1537,75016.5792779431
1538,147829.496925561
1539,169958.111434384
1540,88497.7901873163
1541,129817.958292798
1542,123488.7644084
1543,164672.766546416
1544,90073.9445058771
1545,115391.79050033
1546,135257.690148434
1547,130703.775399158
1548,123841.973073531
1549,123111.077730377
1550,133337.664319872
1551,110328.918437573
1552,132786.739672575
1553,140734.948535033
1554,120080.508865724
1555,158632.211301528
1556,95853.2696152631
1557,96325.1074153214
1558,108846.013472162
1559,97603.0433852715
1560,130202.940395339
1561,113647.48969605
1562,135941.669968464
1563,121839.058392637
1564,160482.753551263
1565,152908.507602128
1566,225055.525211813
1567,87342.9754213455
1568,243888.705315302
1569,134825.162551324
1570,142040.061724093
1571,117793.429091788
1572,132695.559374017
1573,240886.246924415
1574,117015.337332884
1575,235982.90399388
1576,260261.501306133
1577,186803.280657533
1578,141525.772651247
1579,149572.987948
1580,190676.083643872
1581,160822.358690976
1582,126625.031778867
1583,289886.734696545
1584,220833.033745715
1585,147470.338305299
1586,81805.2512805853
1587,106988.359562076
1588,146820.363059574
1589,96740.2954856735
1590,129516.046559952
1591,101593.768790697
1592,121830.501348518
1593,127810.762724588
1594,126959.710372579
1595,112649.304612783
1596,215966.666469013
1597,190959.559274868
1598,210331.753085327
1599,166779.212486185
1600,162443.402743089
1601,73541.8830334052
1602,115081.015234963
1603,81320.1716955782
1604,264389.018532755
1605,233967.990454948
1606,163581.895530625
1607,176361.532836513
1608,228748.730861915
1609,184123.911100625
1610,160140.771167527
1611,142722.802713261
1612,170933.142326314
1613,167379.376695442
1614,120245.118272621
1615,96709.506091203
1616,87889.1069065521
1617,97188.9203421785
1618,127709.120074227
1619,147329.650235488
1620,145860.215413574
1621,133560.206975635
1622,146483.82798708
1623,254071.853724838
1624,218039.495332525
1625,118085.550098797
1626,175653.064149668
1627,188527.996264256
1628,271827.19245812
1629,177268.320495731
1630,309865.993456471
1631,217865.656778855
1632,232645.434902739
1633,184570.016588505
1634,192182.121975266
1635,179626.975796264
1636,157078.538140726
1637,186948.094129978
1638,192911.444980052
1639,183108.787969668
1640,232332.868398909
1641,174341.851402544
1642,235200.680085391
1643,219979.604774369
1644,228695.32257795
1645,210318.697201379
1646,163684.49596698
1647,154830.428546285
1648,131372.391062349
1649,142467.289840419
1650,123096.534568
1651,123915.632903202
1652,102619.78722473
1653,104498.370981472
1654,147149.09061295
1655,131202.026320188
1656,140584.874937073
1657,146807.747999966
1658,154971.185597869
1659,118923.171149562
1660,164281.805051804
1661,412538.739165847
1662,331624.604198122
1663,328662.675010395
1664,501398.200299239
1665,272073.442056183
1666,321570.835116883
1667,317053.656170837
1668,307974.443132088
1669,278440.789319797
1670,302631.614867074
1671,268100.132667004
1672,381265.908144067
1673,295843.855081468
1674,248298.553964955
1675,206656.975033169
1676,202881.760164446
1677,221806.953715701
1678,436163.475462783
1679,356290.176202716
1680,279047.902218588
1681,223854.322706112
1682,312810.080569715
1683,201198.273393302
1684,185579.095402637
1685,181812.066324944
1686,179621.269561752
1687,173126.752725114
1688,197068.835763735
1689,197159.737567933
1690,203338.529842406
1691,198765.283811609
1692,246231.812334463
1693,181138.09785883
1694,184336.041274656
1695,167413.137500172
1696,278564.70765527
1697,169847.358482131
1698,341626.022953239
1699,318216.220408503
1700,255905.574644112
1701,264722.712854897
1702,238546.410286442
1703,235535.600507724
1704,265173.137468466
1705,242358.295911457
1706,250535.879625842
1707,203678.32277713
1708,201945.022835975
1709,254737.771614326
1710,219808.744795949
1711,269271.24760914
1712,248888.837142453
1713,248416.068990666
1714,212237.610189367
1715,206051.007728089
1716,178758.944360485
1717,183985.862729858
1718,137528.364682567
1719,212508.64657879
1720,234038.123180407
1721,159141.52065833
1722,126259.567325511
1723,153792.483606419
1724,203262.207251586
1725,239850.025175522
1726,191317.096480541
1727,158774.654924943
1728,179798.458574583
1729,167058.633143768
1730,149370.235593019
1731,123713.365084763
1732,131199.306830321
1733,115407.940152779
1734,117659.36275833
1735,131114.650022875
1736,112044.038841372
1737,297341.555212036
1738,248298.97604458
1739,234945.145269748
1740,219564.162168421
1741,196523.780997982
1742,172365.028679086
1743,183895.2194205
1744,290061.132606808
1745,210090.156421776
1746,177570.766099664
1747,219095.59848078
1748,219017.234752707
1749,148547.115306198
1750,123797.617180049
1751,251126.707605997
1752,119381.15959181
1753,146874.048677654
1754,195203.144891001
1755,164737.37253746
1756,129113.054202511
1757,122184.467599217
1758,149278.933653473
1759,153276.441488724
1760,166735.815168039
1761,152120.500886676
1762,169916.196139729
1763,183890.4217684
1764,118812.322910988
1765,131857.566982889
1766,188711.725392471
1767,199969.536654902
1768,140938.928461303
1769,161673.092673038
1770,157542.481695494
1771,122189.182936475
1772,130300.968391639
1773,128079.868977314
1774,149644.157500229
1775,143068.333311869
1776,126349.001757808
1777,109716.080253107
1778,144402.578767043
1779,127146.853067514
1780,155274.889779865
1781,122307.506440725
1782,97684.7776494552
1783,150033.565189437
1784,116400.654198115
1785,117802.107857357
1786,147120.51430254
1787,165839.130725377
1788,73670.8436924257
1789,105199.749675638
1790,98968.5272996868
1791,202794.7589011
1792,144548.183406876
1793,126899.619292938
1794,160955.339844476
1795,133072.468221147
1796,136289.514359275
1797,122795.8658236
1798,126715.450890176
1799,110990.919601979
1800,133953.706319035
1801,126145.873652852
1802,138988.605378344
1803,148917.676212791
1804,142617.051795325
1805,137231.642190321
1806,117996.169074742
1807,126176.448905418
1808,120892.714189756
1809,123635.979526644
1810,132449.878639419
1811,86146.5975497476
1812,95851.8988161366
1813,115621.373490665
1814,98875.1505577266
1815,69405.3748043216
1816,100743.14653215
1817,119747.756021521
1818,137529.568682404
1819,121858.063912034
1820,86244.3552529108
1821,102584.469392438
1822,150775.97831478
1823,70024.7154865888
1824,124609.994104131
1825,131038.208938399
1826,113520.71073463
1827,108841.119782977
1828,126507.198020115
1829,130468.273215555
1830,131323.051694397
1831,130290.781475545
1832,84473.4536980435
1833,128048.32070179
1834,126639.467748773
1835,110987.216434487
1836,105660.717721753
1837,95981.910770656
1838,115025.186306849
1839,105162.112519653
1840,142512.709842413
1841,128416.850624303
1842,104984.747381031
1843,139910.069684954
1844,148860.450630784
1845,146051.652341783
1846,157534.293385195
1847,173057.862190544
1848,68674.8165012932
1849,112993.291315804
1850,116420.194941239
1851,140283.118390249
1852,130423.279006595
1853,134434.44399524
1854,157337.358413482
1855,157585.921582187
1856,232627.697433919
1857,140483.464284804
1858,129647.561190498
1859,120328.264184932
1860,151953.844641736
1861,119756.597420659
1862,317672.754452762
1863,299049.646902695
1864,299063.464394655
1865,299460.532009199
1866,288347.745329752
1867,217995.436643283
1868,273434.857197815
1869,203629.63612874
1870,219350.530089016
1871,248658.219841559
1872,184146.606809369
1873,250088.369784885
1874,146354.877104162
1875,189617.053926831
1876,199283.402170417
1877,204329.594291338
1878,206130.79779229
1879,137608.730695596
1880,128254.116046459
1881,245819.766517661
1882,236987.934036579
1883,184138.60485428
1884,194769.785048265
1885,215457.068287433
1886,256880.445692926
1887,215487.544190435
1888,254707.921044865
1889,180045.00820679
1890,125226.807391028
1891,127831.062120859
1892,105800.616843457
1893,121483.926819105
1894,132422.58502111
1895,131684.900235761
1896,122813.926653761
1897,129040.024051625
1898,116822.286832682
1899,160606.141019214
1900,153878.693539289
1901,164365.973019341
1902,150558.945331554
1903,221423.574438603
1904,140427.244251935
1905,188633.873461669
1906,115616.69656787
1907,201863.834603209
1908,112520.951836417
1909,140788.459713846
1910,123242.866937255
1911,210128.451483038
1912,292638.8492351
1913,145673.083000564
1914,78471.9606691504
1915,278518.825322861
1916,61765.9036451093
1917,234700.716069194
1918,139431.322462231
1919,170702.721373242
1920,149991.279327883
1921,334654.252806292
1922,286064.455169759
1923,229256.917810024
1924,251100.769167428
1925,205000.13787315
1926,332427.654341908
1927,133244.225802933
1928,160932.137055742
1929,122077.446251993
1930,134802.166571882
1931,142923.720014897
1932,135812.582278019
1933,194602.225110648
1934,177524.01526111
1935,177327.413950616
1936,190857.698120883
1937,181506.049105765
1938,170577.695174917
1939,239536.689706064
1940,193388.039901763
1941,166581.755298837
1942,173054.628658874
1943,223054.47563124
1944,354054.927177172
1945,340135.450456556
1946,137713.632976964
1947,187400.387107427
1948,164630.896753994
1949,224738.178098935
1950,181562.103805949
1951,247085.361024593
1952,210061.202993557
1953,179352.588185614
1954,175170.49275689
1955,136205.50768565
1956,317441.155255359
1957,141808.049774809
1958,277721.159811427
1959,146718.941535543
1960,114929.926876817
1961,129006.486750482
1962,100027.503008957
1963,108179.85884969
1964,107086.175694241
1965,148292.476833815
1966,128154.344898303
1967,291891.631572715
1968,388589.93603821
1969,329783.011086937
1970,385127.03330621
1971,449612.083642475
1972,351234.470393867
1973,290169.095113223
1974,314657.559066408
1975,431907.427476487
1976,279074.660283452
1977,347793.383164763
1978,336666.330575519
1979,291872.684671845
1980,198118.222375716
1981,300512.304492766
1982,222153.781784236
1983,213665.583998587
1984,182132.484697776
1985,230618.40680432
1986,212018.926688671
1987,187823.456103219
1988,183590.291857188
1989,194538.579928314
1990,212471.671051199
1991,234842.648751682
1992,220787.882933494
1993,177784.927739593
1994,219173.14060484
1995,183434.54985338
1996,264411.403938712
1997,291927.233083096
1998,291532.705122236
1999,290397.012539965
2000,307069.552063034
2001,294519.729283994
2002,228887.961775867
2003,254657.036655863
2004,291824.24354741
2005,211836.774620825
2006,216857.928299229
2007,238127.889806942
2008,224154.23211979
2009,203171.981902613
2010,195380.536185878
2011,142512.086105903
2012,177860.453801655
2013,186305.671527725
2014,190211.238814176
2015,216295.130138529
2016,196633.604690974
2017,192774.090406167
2018,129543.418022778
2019,132456.508715292
2020,99646.0298705484
2021,115484.324696985
2022,187052.922218805
2023,133650.787562092
2024,279993.241715705
2025,340758.524925889
2026,177864.544395962
2027,170709.730302781
2028,157468.194030511
2029,165185.601551056
2030,239859.861210446
2031,218511.89680284
2032,220401.143226667
2033,227765.955897663
2034,173728.501216346
2035,215973.189845891
2036,198493.205381863
2037,206128.026248212
2038,280293.279852299
2039,233740.342046737
2040,297443.26077068
2041,255422.294819488
2042,203719.239674911
2043,176179.625755992
2044,162447.658456185
2045,194352.988691358
2046,147469.942329475
2047,136852.728277181
2048,145668.476941822
2049,148309.461930407
2050,162552.267104623
2051,107002.239704421
2052,130219.970807368
2053,147102.044379344
2054,102936.551154116
2055,137781.586829596
2056,147275.838273124
2057,123032.633046494
2058,212250.147808048
2059,138921.828002092
2060,164104.681197687
2061,161046.193562148
2062,126763.005532562
2063,120367.658622087
2064,138745.547673191
2065,118468.279229553
2066,163854.262388218
2067,114948.258027941
2068,142609.742820426
2069,83467.8702109014
2070,112657.150636718
2071,112675.555766655
2072,142161.325246517
2073,129152.046647676
2074,166109.916837299
2075,142706.381718575
2076,122100.425795052
2077,154968.458643758
2078,126563.865984217
2079,130015.200652435
2080,108645.050797324
2081,121334.78399586
2082,127499.235923782
2083,141859.258737914
2084,109963.275220153
2085,118773.812151307
2086,115943.348823771
2087,119455.087654234
2088,103247.414781356
2089,92395.4933697469
2090,126634.922734554
2091,109624.323259813
2092,122173.108717933
2093,90184.0875883065
2094,111796.270062641
2095,150426.183760081
2096,93225.5634937204
2097,106650.932961814
2098,137116.5406491
2099,73093.2810928841
2100,79142.2064802867
2101,111843.688398066
2102,124783.95797779
2103,106752.202106131
2104,136355.910894632
2105,131561.397698209
2106,74153.0406239521
2107,180572.18721796
2108,109190.764895852
2109,107005.294675411
2110,126467.417647084
2111,129313.089340774
2112,131160.488502805
2113,115359.072731575
2114,115890.585528579
2115,144944.932380212
2116,118159.029780699
