"index","0","1","2"
26457,0.0781550407409668,0.136118441820145,0.785726487636566
26458,0.282585620880127,0.164553672075272,0.552860677242279
26459,0.0612136535346508,0.107024654746056,0.831761717796326
26460,0.125960484147072,0.197625145316124,0.676414370536804
26461,0.0424537174403667,0.163235545158386,0.794310688972473
26462,0.0455591939389706,0.0749111399054527,0.879529654979706
26463,0.630005896091461,0.365767747163773,0.00422635907307267
26464,0.0551289170980453,0.063322588801384,0.881548464298248
26465,0.0244562458246946,0.0612051710486412,0.914338529109955
26466,0.078657791018486,0.358522087335587,0.562820076942444
26467,0.110870555043221,0.273657500743866,0.615471959114075
26468,0.0327741168439388,0.0875520408153534,0.879673779010773
26469,0.453805863857269,0.275841891765594,0.270352244377136
26470,0.0556827411055565,0.18701933324337,0.757297933101654
26471,0.129368081688881,0.32684588432312,0.54378604888916
26472,0.159173876047134,0.28021776676178,0.560608327388763
26473,0.058361828327179,0.0826099067926407,0.859028279781342
26474,0.385495394468307,0.61071914434433,0.00378547608852386
26475,0.17441488802433,0.457994639873505,0.367590516805649
26476,0.0512814894318581,0.260750412940979,0.687968134880066
26477,0.161978200078011,0.140842124819756,0.697179675102234
26478,0.0355118215084076,0.0900684967637062,0.874419689178467
26479,0.0483384095132351,0.215724632143974,0.735936939716339
26480,0.0612833686172962,0.125302836298943,0.813413798809052
26481,0.0514228530228138,0.191108092665672,0.757468998432159
26482,0.126220107078552,0.0928446277976036,0.780935227870941
26483,0.0431233569979668,0.166412070393562,0.790464520454407
26484,0.0991942957043648,0.481565713882446,0.41923999786377
26485,0.045007012784481,0.0713756754994392,0.883617341518402
26486,0.132379397749901,0.196230366826057,0.671390235424042
26487,0.0568425953388214,0.0993955582380295,0.84376186132431
26488,0.237719491124153,0.730642020702362,0.03163842856884
26489,0.0617908611893654,0.387246489524841,0.550962626934052
26490,0.0588661059737206,0.526962280273438,0.414171576499939
26491,0.122736051678658,0.109220989048481,0.768042922019958
26492,0.0151915121823549,0.291680335998535,0.693128108978271
26493,0.219371289014816,0.776788771152496,0.0038399281911552
26494,0.118097133934498,0.11573139578104,0.766171514987946
26495,0.0266652517020702,0.123667374253273,0.849667370319366
26496,0.128112360835075,0.206217721104622,0.665669918060303
26497,0.101346150040627,0.741212904453278,0.157440975308418
26498,0.19750814139843,0.43622887134552,0.366262942552567
26499,0.0738851726055145,0.233821779489517,0.692293047904968
26500,0.161129534244537,0.268595367670059,0.570275068283081
26501,0.128857791423798,0.0546627454459667,0.816479444503784
26502,0.0204068943858147,0.0263874027878046,0.953205764293671
26503,0.149952366948128,0.578355133533478,0.271692514419556
26504,0.0592310763895512,0.419431805610657,0.521337151527405
26505,0.096014641225338,0.0811855792999268,0.822799742221832
26506,0.0804939344525337,0.886948645114899,0.0325574390590191
26507,0.108853340148926,0.880455255508423,0.0106913959607482
26508,0.0520559996366501,0.508352279663086,0.439591735601425
26509,0.099359355866909,0.114419303834438,0.786221385002136
26510,0.0583533123135567,0.196928828954697,0.744717836380005
26511,0.0708219558000565,0.090800516307354,0.83837753534317
26512,0.0408790558576584,0.373593181371689,0.585527777671814
26513,0.0913847461342812,0.187805533409119,0.720809757709503
26514,0.0952729880809784,0.101975448429585,0.80275160074234
26515,0.427883714437485,0.109237864613533,0.462878495454788
26516,0.0593574605882168,0.47200882434845,0.468633681535721
26517,0.0750312954187393,0.921117305755615,0.00385139905847609
26518,0.086006760597229,0.118094004690647,0.795899212360382
26519,0.288965314626694,0.222046196460724,0.488988518714905
26520,0.022349851205945,0.816353380680084,0.161296740174294
26521,0.0595392435789108,0.0894888043403625,0.85097199678421
26522,0.1114501953125,0.256752520799637,0.631797313690186
26523,0.102869279682636,0.200960770249367,0.696169972419739
26524,0.0698900818824768,0.307618737220764,0.622491180896759
26525,0.22550131380558,0.174924373626709,0.599574267864227
26526,0.0564945489168167,0.0906659290194511,0.852839529514313
26527,0.0621218793094158,0.19301250576973,0.744865596294403
26528,0.115667156875134,0.875460505485535,0.00887232553213835
26529,0.0821525976061821,0.146062538027763,0.771784842014313
26530,0.0967575684189796,0.14272928237915,0.760513126850128
26531,0.0526586025953293,0.208675295114517,0.738666117191315
26532,0.286841183900833,0.12702015042305,0.586138665676117
26533,0.0350356772542,0.0763878002762794,0.888576567173004
26534,0.0229791589081287,0.0545455329120159,0.922475337982178
